会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ディスコ,6146,機械,プライム（内国株式）,JP,2025-03-31,東京都,8030365155328.0,14.809476,54.418274,63.694378,69.97472302920407,0.35979998,0.0056433105,1162.74,1360.94,777.2899982905251,393313000000.0,166834000000.0,0.43093,123891000000.0,0.0,,0.7527316702518166,161387000000.0,160392000000.0,424502000000.0,,229167000000.0,3510000000.0,265572000000.0,0.03307097434091124
ヤマザキ,6147,機械,スタンダード（内国株式）,JP,2025-03-31,静岡県,1473166976.0,1.3038322,,,-45.080904921007445,0.77459997,0.03003003,-22.14,,-7.441093596012486,3093870000.0,77791000.0,-0.20345,57305000.0,-0.08958,-0.18687001,0.3583665507375456,2530098000.0,1867528000.0,2183228000.0,1961237000.0,847190000.0,186145000.0,-216568500.0,-0.14700879365897487
小田原エンジニアリング,6149,機械,スタンダード（内国株式）,JP,2024-12-31,神奈川県,12215658496.0,0.6593108,11.5467825,5.271475,10.637156998201167,0.1728,0.0,405.01,184.9,151.7462955745451,,,0.19405001,,0.12693,0.13239999,0.5891057826204357,11467650000.0,11203050000.0,21654620000.0,,10364627000.0,501741000.0,10538188700.0,0.8626787252975936
タケダ機械,6150,機械,スタンダード（内国株式）,JP,2025-05-31,石川県,3070505472.0,0.5782497,,11.947346,8.021166988334002,0.286,0.023880597,279.56,,464.5107399346761,4890771000.0,431529000.0,0.16233999,293670000.0,0.0554,0.04911,0.6847483722513507,2401405000.0,1559083000.0,5267692000.0,1512075000.0,1478277000.0,107143000.0,2941287100.0,0.9579162541222138
日東工器,6151,機械,プライム（内国株式）,JP,2025-03-31,東京都,34658934784.0,0.5787581,,67.56658,20.141253066988423,1.3889,0.020095188,27.41,,93.48995092209225,27256000000.0,2345000000.0,0.02861,1345000000.0,0.076409996,0.03507,0.8733728699046618,8423000000.0,4174000000.0,38687000000.0,1586000000.0,20305000000.0,4123000000.0,33150100000.0,0.9564662101301353
高松機械工業,6155,機械,スタンダード（内国株式）,JP,2025-03-31,石川県,5298663424.0,0.33513802,,,-9.87318251711577,0.7161,0.01026694,-12.18,,-52.183042967794655,13893000000.0,-160000000.0,-0.015470001,-645000000.0,-0.01145,-0.00936,0.7429693206720234,5624000000.0,3788000000.0,13404000000.0,1722000000.0,5355000000.0,1116000000.0,8561200000.0,1.615728215765229
エーワン精密,6156,機械,スタンダード（内国株式）,JP,2024-06-30,東京都,9829606400.0,1.3746004,,,48.07825574546709,8.5106,0.0,-44.06,,38.335117252310724,1601549000.0,164561000.0,0.07323,120523000.0,-0.11055,-0.023359999,0.9152526099407611,758206000.0,210657000.0,6569229000.0,2903000.0,5917303000.0,873002000.0,6422124400.0,0.6533450210173217
日進工具,6157,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,22222727168.0,1.2268584,5.2735167,18.448765,17.551597752469984,0.6077,0.03264418,49.38,172.75,52.58999928104535,9431090000.0,1767267000.0,0.21959999,1264700000.0,0.13592,0.070310004,0.9234766880404134,1526021000.0,1301067000.0,13791530000.0,,9868215000.0,660233000.0,12727672100.0,0.5727322305575272
和井田製作所,6158,機械,スタンダード（内国株式）,JP,2025-03-31,岐阜県,6828901376.0,0.6562511,,22.371796,9.366300465587086,0.7487,0.016333938,46.8,,112.2433880606526,7554307000.0,709373000.0,0.03497,435087000.0,0.01869,0.00985,0.8146708398282756,2247052000.0,1478558000.0,8794513000.0,744230000.0,4812270000.0,410023000.0,6834477100.0,1.0008164891675835
ミクロン精密,6159,機械,スタンダード（内国株式）,JP,2025-08-31,山形県,11152329728.0,0.7908255,,14.619596,15.030553262923105,0.0769,0.0051567657,162.59,,87.40916468521557,5782372000.0,629600000.0,0.00202,782936000.0,0.16018999,0.06742,0.8738948406666254,1931363000.0,1473713000.0,11054380000.0,329300000.0,6725372000.0,1831389000.0,10404989300.0,0.9329879544250147
エスティック,6161,機械,スタンダード（内国株式）,JP,2025-03-31,大阪府,10665615360.0,1.0038456,9.646592,9.319746,7.889490880783341,0.244,0.026666667,114.81,110.92,113.98962010969234,7881304000.0,1637412000.0,0.18417999,1181838000.0,0.13931,0.10271,0.8608468132697182,1485826000.0,1160544000.0,8421127000.0,35302000.0,3360567000.0,277427000.0,7129499900.0,0.6684564986975117
パンチ工業,6165,機械,スタンダード（内国株式）,JP,2025-03-31,東京都,14346318848.0,0.6672088,5.1482215,11.508725,-18.04566217305466,0.4172,0.03537453,45.27,101.2,-23.59725175854736,40822000000.0,1686000000.0,0.05791,868000000.0,0.02093,0.04204,0.6674855929633,10936000000.0,8668000000.0,23518000000.0,3101000000.0,6495000000.0,1248000000.0,13455600000.0,0.9379130732115177
中村超硬,6166,機械,グロース（内国株式）,JP,2025-03-31,大阪府,8937949184.0,8.902306,10.131167,49.27096,25.991063682206303,0.0,0.0,16.46,80.05,13.081419219974704,2640960000.0,7776000.0,0.00132,-32793000.0,0.06044,0.17679001,0.15308051561966046,4535347000.0,3291986000.0,2458717000.0,2923515000.0,1308830000.0,1572000.0,-2075529600.0,-0.23221541734824883
冨士ダイス,6167,機械,プライム（内国株式）,JP,2025-03-31,東京都,24316690432.0,1.2224361,20.261011,66.24,18.437693831241837,2.1378999,0.030674847,18.75,61.3,35.703219730455295,16595000000.0,488000000.0,0.025290001,426000000.0,0.02477,0.02084,0.8103347263992501,4856000000.0,3395000000.0,14909000000.0,68000000.0,6945000000.0,183000000.0,10181100000.0,0.4186877333685999
土木管理総合試験所,6171,サービス業,スタンダード（内国株式）,JP,2024-12-31,長野県,6456104448.0,1.2477944,14.321766,18.11652,22.39629618880786,0.47849998,0.0,25.06,31.7,13.369999844534068,7346050000.0,581077000.0,0.14779,362559000.0,0.06264,0.09596,0.6932903230028772,2155770000.0,1282304000.0,4027337000.0,671347000.0,2270637000.0,353829000.0,2119247300.0,0.32825480397184553
アクアライン,6173,サービス業,グロース（内国株式）,JP,2025-02-28,広島県,1544282880.0,-4.0498796,1.1637081,,-4.390073046373135,0.0,0.0,-169.5,152.1,-123.68814693154144,3462536000.0,-399566000.0,-0.22222,-346761000.0,-0.30688,,-0.5339760633436745,1258882000.0,1186155000.0,727264000.0,452784000.0,74428000.0,,-531618000.0,-0.344249105448867
ブランジスタ,6176,サービス業,スタンダード（内国株式）,JP,2025-09-30,東京都,10212297728.0,1.5422982,13.562152,14.684612,15.577510845232835,0.0,0.0,49.78,53.9,44.38655666753664,5196705000.0,1151711000.0,0.17898001,656915000.0,0.12377,0.12773,0.6791563758670207,2691830000.0,1166864000.0,3756008000.0,758734000.0,1767883000.0,4759112000.0,4395556400.0,0.4304179644066092
ＡｐｐＢａｎｋ,6177,サービス業,グロース（内国株式）,JP,2024-12-31,東京都,3172314624.0,3.262433,,,-1.8237806912136594,0.0,0.0,-15.21,,-49.34803862854162,994440000.0,-235096000.0,-0.12262,-239323000.0,-0.41787,,0.2513637363183021,211075000.0,211075000.0,245860000.0,,70832000.0,,34785000.0,0.01096517972613299
日本郵政,6178,サービス業,プライム（内国株式）,JP,2025-03-31,東京都,5668754423808.0,0.59514177,16.163239,16.312632,18.04379906053755,0.4054,0.024764735,123.34,124.48,80.25999999452756,11468366000000.0,,0.09287,370564000000.0,0.03148,0.04378,0.03058912204080548,281860113000000.0,,,3418135000000.0,67122254000000.0,191554546000000.0,,
ＧＭＯメディア,6180,サービス業,グロース（内国株式）,JP,2024-12-31,東京都,8177935872.0,2.6015608,,11.876546,13.702121628382361,0.42430001,0.0,383.95,,204.5799918922163,6606247000.0,762559000.0,0.05824,571353000.0,0.09079,0.21666999,0.47989017143106605,3049949000.0,3015246000.0,4772239000.0,24611000.0,1753457000.0,206459000.0,1866811300.0,0.22827414267109578
タメニー,6181,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,3725986304.0,20.308125,6.338798,,802.5350752378207,0.0,0.0,-32.53,18.3,0.13208145446924957,5909037000.0,-56208000.0,0.02776,-848709000.0,-0.042290002,-1.22481,-0.19358259004746797,4284459000.0,2344093000.0,2292032000.0,3406062000.0,1375950000.0,,-1992427000.0,-0.5347381437932414
メタリアル,6182,サービス業,グロース（内国株式）,JP,2025-02-28,東京都,5454672384.0,2.79487,21.228813,178.29182,36.06757732034036,0.0,0.0,2.81,23.6,49.12999795527375,4084762000.0,117322000.0,0.12100001,299068000.0,-0.00503,-0.01081,0.3976484955562977,2963364000.0,2120879000.0,3645664000.0,1684228000.0,2903833000.0,53030000.0,719421000.0,0.13189078084877334
ベルシステム２４ホールディングス,6183,サービス業,プライム（内国株式）,JP,2025-02-28,東京都,108841549824.0,1.5011798,12.574079,12.330498,15.959082720782822,0.5052,0.040844113,118.73,116.43,102.04999987421273,143607000000.0,11587000000.0,0.09698,8003000000.0,0.06505,0.13697,0.4022635927367799,103576000000.0,57413000000.0,28042000000.0,54046000000.0,6992000000.0,7339000000.0,-70396700000.0,-0.6467814921216534
鎌倉新書,6184,サービス業,プライム（内国株式）,JP,2025-01-31,東京都,22904403968.0,5.7922096,19.10653,24.450308,40.34530524829241,0.8799,0.035149384,22.74,29.1,14.019999869510137,7061312000.0,910917000.0,0.1464,687402000.0,0.11525,0.27224,0.6853077457976919,1615609000.0,1145232000.0,3452752000.0,67378000.0,2085473000.0,458273000.0,2157934100.0,0.09421481139674596
ＳＭＮ,6185,サービス業,スタンダード（内国株式）,JP,2025-03-31,東京都,6099472896.0,1.464818,,12.902227,-5.537410067354209,0.0,0.0,32.32,,-70.7912174160688,11640954000.0,239157000.0,0.02903,291745000.0,0.03884,0.11998,0.6674631844601385,1982930000.0,1860009000.0,4377902000.0,76005000.0,2476134000.0,,2394972000.0,0.3926522899332185
一蔵,6186,サービス業,スタンダード（内国株式）,JP,2025-03-31,埼玉県,2133934592.0,0.5509815,2.511386,,4.884718665450225,0.36400002,0.036363635,-7.06,153.7,114.1289710259452,19932772000.0,123353000.0,0.10592,-96945000.0,-0.00753,-0.03684,0.21882792487553268,15624093000.0,12840905000.0,10289794000.0,5973691000.0,4766169000.0,100000000.0,-5264299000.0,-2.4669448725071326
グローバルキッズＣＯＭＰＡＮＹ,6189,サービス業,スタンダード（内国株式）,JP,2025-09-30,東京都,7954750976.0,1.0287371,,109.84252,23.722397824620245,5.2356,0.047281325,7.62,,27.139999567456258,26997000000.0,858000000.0,0.04433,72000000.0,0.00636,0.02331,0.38438154091498056,12353000000.0,4805000000.0,6612000000.0,6687000000.0,2641000000.0,27000000.0,-5722100000.0,-0.7193311289396672
フェニックスバイオ,6190,サービス業,グロース（内国株式）,JP,2025-03-31,広島県,2018817280.0,1.3316866,,,69.53344131473197,0.0,0.0,-77.08,,6.975061076075974,1541388000.0,-142075000.0,0.13964,-448933000.0,-0.12829,-0.12869,0.5974624366943766,919936000.0,566623000.0,1717435000.0,565364000.0,1149390000.0,9397000.0,804076900.0,0.398291072681922
エアトリ,6191,サービス業,プライム（内国株式）,JP,2025-09-30,東京都,16179857408.0,1.0109876,8.077526,9.106985,14.122546943807816,0.1263,0.0135685215,79.17,89.26,89.58043381761503,28104000000.0,3105000000.0,0.14827,1779000000.0,0.08631,0.15893,0.47438330170777987,15638000000.0,12363000000.0,23677000000.0,4432000000.0,12112000000.0,2307000000.0,9653900000.0,0.59666162417641
バーチャレクス・ホールディングス,6193,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,2815524096.0,1.4989514,,13.333333,13.496215794184069,0.2001,0.014925373,75.0,,68.43999705727316,6488911000.0,279247000.0,0.043449998,111005000.0,0.02925,0.10865,0.4683050477723239,2013264000.0,1600083000.0,2679051000.0,1037360000.0,1365456000.0,449038000.0,980113600.0,0.34811053522590774
アトラエ,6194,サービス業,プライム（内国株式）,JP,2025-09-30,東京都,16018676736.0,3.1531308,12.631579,14.103344,29.93683499497318,0.6283,0.029829545,49.35,55.1,27.948969036202413,7634032000.0,1853357000.0,0.22650999,1171609000.0,0.08525,0.13502,0.7200215240811741,2020874000.0,2020872000.0,5034006000.0,500000000.0,4160593000.0,1101394000.0,3784107800.0,0.23623098601494869
ホープ,6195,サービス業,グロース（内国株式）,JP,2025-03-31,福岡県,3067717120.0,3.2047477,19.115044,9.863014,13.93596999217154,0.0,0.0,21.9,11.3,15.929999858259409,3140691000.0,291628000.0,0.06776,358008000.0,0.05862,0.19688,0.5385590190874882,995272000.0,965159000.0,1804876000.0,139720000.0,977609000.0,5792000.0,813658400.0,0.2652325387811507
ストライク,6196,サービス業,プライム（内国株式）,JP,2025-09-30,東京都,83724042240.0,4.4226604,12.249599,17.730785,16.925248587040166,0.73230004,0.0,245.9,355.93,258.0399981023266,20314153000.0,6332320000.0,0.25797,4719993000.0,0.23985,0.28576002,0.8671965857656806,3288631000.0,3036412000.0,21150281000.0,,20149284000.0,826717000.0,18440351900.0,0.22025157179033023
ソラスト,6197,サービス業,プライム（内国株式）,JP,2025-03-31,東京都,83574931456.0,3.5413218,21.495327,19.343987,21.159326746716378,0.4416,0.022950819,47.56,42.8,24.10999996805986,137435000000.0,7017000000.0,0.05628,3960000000.0,0.0,,0.323580181748149,47415000000.0,22362000000.0,31166000000.0,23076000000.0,14004000000.0,409000000.0,-15962700000.0,-0.19099866098489043
キャリア,6198,サービス業,グロース（内国株式）,JP,2025-09-30,東京都,2077327360.0,1.1096576,2.94364,,13.010898503508091,0.0,0.0,-17.66,83.57,29.360001532330948,14935902000.0,-9117000.0,-0.010190001,-150151000.0,-0.00774,-0.057930004,0.42789469029790583,2451862000.0,2049769000.0,3459819000.0,914890000.0,1860624000.0,,1007957000.0,0.4852181795747397
セラク,6199,サービス業,スタンダード（内国株式）,JP,2025-08-31,東京都,21041309696.0,2.326174,9.095074,12.515763,12.039948316949998,0.103999995,0.008224299,126.88,174.6,114.08999932156476,24776494000.0,2550693000.0,0.09313,1709688000.0,0.06385,0.18562001,0.6681588485910293,4421563000.0,4283083000.0,10911126000.0,27798000.0,7765946000.0,550192000.0,6874697400.0,0.3267238351283283
インソース,6200,サービス業,プライム（内国株式）,JP,2025-09-30,東京都,59453472768.0,5.2418046,12.300208,14.38732,25.344636294507527,0.50810003,0.034965035,49.21,57.56,39.9800002130121,14510945000.0,5978600000.0,0.37221,4130091000.0,0.28166,0.40511,0.7732201380840364,3662368000.0,3592701000.0,10200841000.0,,8191258000.0,96648000.0,6606126600.0,0.11111422583805156
豊田自動織機,6201,輸送用機器,プライム（内国株式）,JP,2025-03-31,愛知県,6069572075520.0,0.9957448,20.796013,29.585798,20.847977899359247,0.2051,0.0068745394,682.76,971.34,736.860000993053,4084984000000.0,221695000000.0,0.043730002,262312000000.0,0.047509998,,0.5215819545974517,4388235000000.0,1622284000000.0,3109426000000.0,1730082000000.0,378455000000.0,4081905000000.0,1578524500000.0,0.26007179424832233
豊和工業,6203,機械,スタンダード（内国株式）,JP,2025-03-31,愛知県,24142340096.0,1.1856686,20.100502,78.125,-11.12260628057281,0.78220004,0.01064396,25.6,99.5,-72.42367100904508,24827000000.0,1253000000.0,0.08497,749000000.0,0.01787,0.02298,0.5502334733194326,15315000000.0,8416000000.0,21604000000.0,7968000000.0,2917000000.0,6530000000.0,10860000000.0,0.4498321188756399
石川製作所,6208,機械,スタンダード（内国株式）,JP,2025-03-31,石川県,18081839104.0,3.0610876,,53.47722,33.71197100921745,0.1841,0.0037993921,54.21,,39.4980286415263,16203896000.0,692602000.0,0.10524999,423589000.0,0.02804,0.08612,0.25844544111445505,15453383000.0,13136089000.0,15992226000.0,8988328000.0,932830000.0,1414462000.0,1528966400.0,0.08455812438137267
リケンＮＰＲ,6209,機械,プライム（内国株式）,JP,2025-03-31,東京都,110849916928.0,0.72925895,,9.433962,2.648603959608694,0.3092,0.032490976,436.72,,1088.8299793062743,170340000000.0,11810000000.0,0.086169995,8756000000.0,0.07231,0.082159996,0.6631240156132302,64376000000.0,35726000000.0,105376000000.0,19337000000.0,28021000000.0,37109000000.0,66976300000.0,0.6042070382741279
ＴＯＹＯイノベックス,6210,機械,スタンダード（内国株式）,JP,2025-03-31,兵庫県,14007233536.0,0.8711201,7.346939,,-11.198643337571571,7.3198,0.025436046,-7.32,93.1,-62.97445443447552,27024000000.0,-522000000.0,0.00799,-845000000.0,-0.01788,-0.026129998,0.5683388704318937,12444000000.0,9156000000.0,21328000000.0,3480000000.0,4829000000.0,976000000.0,9567200000.0,0.6830185257789365
