会社名,銘柄コード,業種,優先市場,市場タイプ,決算月,都道府県,時価総額,PBR,PER(会予),PER(過去12ヶ月),PER(前年度),配当方向性,配当利回り,EPS(過去12ヶ月),EPS(予想),EPS(前年度),売上高,営業利益,営業利益率,当期純利益,純利益率,ROE,自己資本比率,負債,流動負債,流動資産,総負債,現金及び現金同等物,投資有価証券,ネットキャッシュ,ネットキャッシュ比率
ベストワンドットコム,6577,サービス業,グロース（内国株式）,JP,2024-07-31,東京都,2959880448.0,2.6641064,,312.4402,243.962539780081,2.4233,0.0076804915,6.27,,19.01000660334231,3137160000.0,263768000.0,-0.00818,248621000.0,-0.01232,-0.02724,0.4011883805117864,1718160000.0,964141000.0,2292578000.0,988731000.0,1602898000.0,209246000.0,720890200.0,0.24355382342793866
コレックホールディングス,6578,サービス業,スタンダード（内国株式）,JP,2025-02-28,東京都,3674449920.0,3.7078233,,555.55554,22.286753336588543,9.0909,0.015748031,0.9,,12.0,6468054000.0,220686000.0,0.01762,19944000.0,-0.01853,-0.11868,0.3678197386871311,1861078000.0,1701626000.0,2719728000.0,792781000.0,1562885000.0,730000.0,859161000.0,0.233820304727408
ログリー,6579,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,1228369024.0,3.018099,,,-43.88329608106094,0.0,0.0,-44.51,,-12.533242694077572,1605189000.0,-162161000.0,-0.081,-189375000.0,-0.08811,-0.27215,0.43623136741373164,629424000.0,614844000.0,963603000.0,263192000.0,754980000.0,94966000.0,400655200.0,0.32616843324111694
ライトアップ,6580,サービス業,グロース（内国株式）,JP,2025-03-31,東京都,8396295168.0,2.4155693,10.615285,13.717776,17.9969985102948,0.1507,0.010459036,119.48,154.4,44.45999614420667,4003770000.0,720720000.0,0.34495997,485040000.0,0.1881,0.25741,0.7453931926635092,1065765000.0,1061714000.0,3740374000.0,5785000.0,2722706000.0,51159000.0,2710420300.0,0.3228114597888324
三櫻工業,6584,輸送用機器,プライム（内国株式）,JP,2025-03-31,東京都,30007586816.0,0.65774393,5.9985685,11.708817,9.172323619376195,0.39130002,0.032979976,71.57,139.7,117.4142420690662,159538000000.0,4860000000.0,0.0074199997,737000000.0,0.00794,0.03917,0.3779388413665932,69051000000.0,41878000000.0,70348000000.0,39674000000.0,22692000000.0,6707000000.0,5991900000.0,0.1996795022785747
マキタ,6586,機械,プライム（内国株式）,JP,2025-03-31,愛知県,1575710359552.0,1.5678351,24.224813,19.95982,25.7074731986529,0.3482,0.017292984,298.65,246.07,162.1300002731173,753130000000.0,107038000000.0,0.13002,79338000000.0,0.09957,,0.8368595377420303,174029000000.0,138998000000.0,756437000000.0,10152000000.0,253279000000.0,35881000000.0,607524700000.0,0.3855560740063479
東芝テック,6588,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,167707279360.0,2.0664043,12.762096,,-23.900380078819385,0.0796,0.0080256825,-123.75,248.0,-123.92000033700623,577023000000.0,20251000000.0,0.02308,29937000000.0,-0.010989999,-0.06021,0.3120584575498526,230690000000.0,169652000000.0,209574000000.0,40625000000.0,47945000000.0,37148000000.0,4887600000.0,0.02914363657112516
芝浦メカトロニクス,6590,電気機器,プライム（内国株式）,JP,2025-03-31,神奈川県,366663041024.0,6.9841676,37.53023,31.745852,9.220037944500865,0.3158,0.010439354,879.8,744.2,666.2877926801546,80915000000.0,14136000000.0,0.19903,10328000000.0,0.13514,0.25579,0.49678719919365,47928000000.0,38742000000.0,74154000000.0,8736000000.0,28478000000.0,,26226000000.0,0.07152616180446551
マブチモーター,6592,電気機器,プライム（内国株式）,JP,2024-12-31,千葉県,204607094784.0,1.2971275,13.4332905,16.666666,21.343422385164097,0.50060004,0.02996043,105.9,131.39,50.48999992055233,,,0.11022,,0.13109,0.08036,0.9003602928541448,35367000000.0,28823000000.0,238478000000.0,517000000.0,134944000000.0,12415000000.0,211801500000.0,1.035162051558354
ニデック,6594,電気機器,プライム（内国株式）,JP,2025-03-31,京都府,2636512755712.0,1.4984952,12.132721,21.929825,28.337847821666816,0.1907,0.008514262,104.88,189.57,108.29898672585963,2607813000000.0,238116000000.0,0.07153,164365000000.0,0.04586,0.06313,0.5169942755523053,1579992000000.0,1065717000000.0,1628017000000.0,636046000000.0,246239000000.0,5973000000.0,52206100000.0,0.01980119378785313
ＨＰＣシステムズ,6597,電気機器,グロース（内国株式）,JP,2024-06-30,東京都,7788881408.0,3.6706412,18.804855,19.960356,45.649826328871136,0.2775,0.013333334,100.9,107.1,42.41999875796157,6945329000.0,425980000.0,0.10389,299043000.0,0.07162,0.23058,0.522081165277957,2277386000.0,1751702000.0,4412971000.0,1257910000.0,1834204000.0,51200000.0,2171425000.0,0.2787852178323987
エブレン,6599,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,4549475328.0,0.9157559,,12.674458,10.766964098281344,0.1681,0.013495277,237.88,,220.05540202919872,4025988000.0,464597000.0,0.13071,313410000.0,0.08671,0.06964,0.8106392698008293,1117992000.0,706830000.0,4645755000.0,,2730393000.0,299918000.0,3737705600.0,0.8215684953814525
バルミューダ,6612,電気機器,グロース（内国株式）,JP,2024-12-31,東京都,5386487296.0,1.9163827,,,-5.435839591984548,0.0,0.0,-42.66,,-245.59223601236002,12462000000.0,12000000.0,-0.00717,67000000.0,-0.15779,-0.44587,0.7034940148819152,1833000000.0,1807000000.0,5532000000.0,428000000.0,1345000000.0,,3699000000.0,0.6867184115976425
ＱＤレーザ,6613,電気機器,グロース（内国株式）,JP,2025-03-31,神奈川県,30237294592.0,6.0467367,233.5484,,-35.11087381015737,0.0,0.0,-7.31,3.1,-15.436813191564676,1308870000.0,-445690000.0,-0.15509,-445768000.0,-0.24872999,-0.065799996,0.9479459006282025,286603000.0,256096000.0,4554880000.0,0.0,3754424000.0,,4268277000.0,0.14115935494868231
シキノハイテック,6614,電気機器,スタンダード（内国株式）,JP,2025-03-31,富山県,3824668160.0,1.6679753,5.9657536,,21.14600584451588,0.2378,0.0,-18.81,146.0,115.12999517176605,6516011000.0,56301000.0,-0.0377,-14584000.0,-0.015039999,-0.04078,0.4565374634990813,2941510000.0,1568518000.0,3546848000.0,685083000.0,557141000.0,96584000.0,672946800.0,0.17594906848075414
ユー・エム・シー・エレクトロニクス,6615,電気機器,プライム（内国株式）,JP,2025-03-31,埼玉県,9454950400.0,0.54992986,2.4760501,,10.026985360051468,0.2173,0.014534884,-59.47,135.7,36.12000019245132,131938000000.0,2150000000.0,0.01572,-2508000000.0,-0.01841,-0.117460005,0.20765762094912124,58311000000.0,46036000000.0,45732000000.0,31753000000.0,11559000000.0,,-12579000000.0,-1.3304141711838064
トレックス・セミコンダクター,6616,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,18430840832.0,1.0473454,19.141914,,-4.436567476755682,0.609,0.03229527,-183.4,90.9,-390.72999770255996,23957700000.0,-632167000.0,0.044320002,-2358567000.0,-0.06466,-0.08211,0.5177526789902809,16207367000.0,7054217000.0,20836112000.0,12984430000.0,9429457000.0,1232434000.0,5491448800.0,0.2979489026059861
東光高岳,6617,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,87162953728.0,1.3597704,33.49784,17.730612,8.417903814528858,0.2023,0.011481482,306.25,162.1,290.2702205574867,106624000000.0,6095000000.0,0.11007,3824000000.0,0.04993,0.086160004,0.5364269876464999,47198000000.0,27025000000.0,70255000000.0,3710000000.0,13432000000.0,1359000000.0,24008300000.0,0.2754415605845587
ダブル・スコープ,6619,電気機器,プライム（内国株式）,JP,2025-01-31,東京都,9392173056.0,0.21759269,2.863842,,16.97656633877181,0.0,0.0,-189.78,59.71,78.52000065264302,31047000000.0,-1008000000.0,-1.17685,-3713000000.0,0.0,,0.8267947202849582,10406000000.0,8492000000.0,6761000000.0,8313000000.0,262000000.0,38334000000.0,23188800000.0,2.4689493966666536
宮越ホールディングス,6620,不動産業,プライム（内国株式）,JP,2025-03-31,東京都,32331298816.0,1.2970399,,138.8316,101.60277108768658,0.0,0.0,5.82,,13.39530394132077,1030000000.0,284000000.0,-1.4875,365000000.0,0.0,-0.03778,0.9119980597997436,870000000.0,358000000.0,12794000000.0,,11844000000.0,,11924000000.0,0.36880671165920165
ダイヘン,6622,電気機器,プライム（内国株式）,JP,2025-03-31,大阪府,345459425280.0,2.2980168,21.817907,26.953928,13.475269844732779,0.3104,0.011365187,536.1,662.3,673.2000072976938,226375000000.0,16179000000.0,0.095319994,11961000000.0,0.0,,0.47675668598441256,136950000000.0,86891000000.0,193568000000.0,68944000000.0,30354000000.0,15980000000.0,67804000000.0,0.19627196434152536
ＪＡＬＣＯホールディングス,6625,不動産業,スタンダード（内国株式）,JP,2025-03-31,東京都,44148088832.0,2.5554698,,,9.123512757200366,29.508202,0.044665013,-1.68,,39.295554060204374,6859010000.0,2528992000.0,0.37011,65779000.0,0.01883,0.00841,0.2452467882663816,58607676000.0,12454394000.0,23293876000.0,50875404000.0,3958931000.0,604819000.0,-34890426700.0,-0.790304351175226
ＳＥＭＩＴＥＣ,6626,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,26271268864.0,1.0725292,9.784514,9.523641,8.997009478996423,0.1421,0.01532567,281.3,273.8,191.9399985472452,25334323000.0,3915977000.0,0.14543,3113136000.0,0.11858,0.12725,0.7444811337553782,7971060000.0,4897408000.0,23416799000.0,2785094000.0,12139909000.0,198782000.0,15584886400.0,0.5932292985420379
テラプローブ,6627,電気機器,スタンダード（内国株式）,JP,2024-12-31,神奈川県,81418313728.0,2.0115638,22.618145,27.322403,13.614651060236431,0.33540002,0.0,327.57,395.7,450.1060719266485,37108684000.0,6949276000.0,0.23572999,3509214000.0,0.080649994,0.12211,0.49634407387008805,21433327000.0,7877771000.0,25058988000.0,13769561000.0,11690038000.0,,3625661000.0,0.04453127108616503
テクノホライゾン,6629,電気機器,スタンダード（内国株式）,JP,2025-03-31,愛知県,14312571904.0,1.4044331,12.56656,121.92882,6.788799701314387,1.3792999,0.010771993,8.71,84.51,74.30098728145,50624704000.0,373646000.0,0.03095,-616157000.0,-0.00014,-0.0012899999,0.26977103249698303,27298975000.0,22560911000.0,28260671000.0,16593939000.0,3438718000.0,457291000.0,1281799700.0,0.08955760771701483
ヤーマン,6630,電気機器,プライム（内国株式）,JP,2025-04-30,東京都,38789935104.0,1.5907937,26.35514,,128.6112911436559,0.7004,0.018776078,-9.02,26.75,7.2340019320237925,25040000000.0,633000000.0,-0.048660003,706000000.0,-0.069409996,,0.8797051229786655,3539000000.0,2979000000.0,25640000000.0,595000000.0,16968000000.0,1153000000.0,22908100000.0,0.5905681445091597
ＪＶＣケンウッド,6632,電気機器,プライム（内国株式）,JP,2025-03-31,神奈川県,192850968576.0,1.366824,12.322252,11.9194355,10.89053696740824,0.143,0.011935845,111.96,108.3,83.83734935878856,370308000000.0,21689000000.0,0.0594,20276000000.0,0.0521,0.1359,0.39926149564684554,181938000000.0,126148000000.0,196825000000.0,50374000000.0,48597000000.0,8472000000.0,20817400000.0,0.10794552992766608
ＣＧＳホールディングス,6633,電気機器,スタンダード（内国株式）,JP,2024-12-31,東京都,3382486528.0,1.0063916,,12.33114,40.11565353330174,0.3465,0.0,28.87,,7.196295126828755,3927559000.0,158497000.0,0.022060001,121866000.0,0.052789997,0.09349,0.5275136730027561,2816025000.0,1420992000.0,3933577000.0,,2866225000.0,939199000.0,1774991300.0,0.5247593110295456
ネクスグループ,6634,電気機器,スタンダード（内国株式）,JP,2024-11-30,岩手県,4558609408.0,1.4261944,,,-6.032796701784582,0.0,0.0,-34.13,,-24.20104757662582,2130262000.0,-246763000.0,-0.10776,-289693000.0,-0.20437999,-0.19795999,0.7289825762682764,1609765000.0,1390289000.0,2903001000.0,326876000.0,1148810000.0,795509000.0,1850092300.0,0.40584576005859024
大日光・エンジニアリング,6635,電気機器,スタンダード（内国株式）,JP,2024-12-31,栃木県,4032023040.0,0.58561546,,15.196201,8.717119518535082,0.35,0.0,40.01,,51.609999437391,38960122000.0,643425000.0,0.0086900005,277378000.0,0.0049799997,0.03487,0.23282315757545557,21540211000.0,16570094000.0,23673193000.0,12427762000.0,4296872000.0,961443000.0,2805992100.0,0.6959266036336935
寺崎電気産業,6637,電気機器,スタンダード（内国株式）,JP,2025-03-31,大阪府,54455156736.0,1.0831139,18.078175,12.048193,7.821965457259426,0.1356,0.006833713,368.52,245.6,308.14525157930956,56404866000.0,5618453000.0,0.1016,4451526000.0,0.07549,0.08767,0.6960074840179395,22463872000.0,16608469000.0,51199382000.0,3256500000.0,17614783000.0,1143456000.0,29535929200.0,0.5423899400967835
ミマキエンジニアリング,6638,電気機器,プライム（内国株式）,JP,2025-03-31,長野県,53207023616.0,1.4387048,12.905263,9.40713,8.645107103898255,0.2558,0.026455026,195.49,142.5,128.63999878975946,83963694000.0,9111806000.0,0.11216,6156161000.0,0.069070004,0.16621,0.4229590679212729,43800346000.0,37291559000.0,57603719000.0,22940698000.0,15448305000.0,143815000.0,13904043500.0,0.26131970095427187
戸上電機製作所,6643,電気機器,スタンダード（内国株式）,JP,2025-03-31,佐賀県,25489123328.0,1.0868847,,11.402509,6.642514589587074,0.2746,0.016949153,473.58,,421.8813139825307,27648124000.0,3369652000.0,0.13479,2393075000.0,0.076630004,0.10018,0.6914118107084407,9749678000.0,6539956000.0,20807625000.0,766774000.0,7713793000.0,1879209000.0,12373393300.0,0.4854381667339548
大崎電気工業,6644,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,75457978368.0,1.485335,22.47012,21.835075,12.86524600198728,0.3744,0.01829653,77.49,75.3,50.540000058371916,97102000000.0,5702000000.0,0.09295999,3504000000.0,0.0,0.03678,0.5234745754280541,37173000000.0,29240000000.0,59547000000.0,8268000000.0,11552000000.0,8344000000.0,28214800000.0,0.37391407257691983
オムロン,6645,電気機器,プライム（内国株式）,JP,2025-03-31,京都府,1016382357504.0,1.2575002,19.068874,35.586918,126.80003423160616,0.715,0.020284766,145.25,271.07,41.17000009905182,801753000000.0,56782000000.0,0.073070005,16271000000.0,0.028010001,0.0228,0.5668164694997025,427358000000.0,233283000000.0,539336000000.0,184203000000.0,149023000000.0,41114000000.0,140757800000.0,0.13848902330975973
森尾電機,6647,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,3624987136.0,0.63991094,,6.6225004,11.110060116077788,0.1451,0.02245509,413.59,,154.06327272727273,9212733000.0,735627000.0,0.14986,568705000.0,0.081149995,0.13708,0.5793022835094942,3746322000.0,3143043000.0,5735234000.0,1409620000.0,933734000.0,1279784000.0,2884760800.0,0.7957989068019689
かわでん,6648,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,35859083264.0,4.5540433,,12.626177,11.146724556107007,0.32119998,0.0044563278,177.33,,46.47833856351328,24218746000.0,2589560000.0,0.0137600005,1963138000.0,0.00695,0.011109999,0.6977841913271033,7685196000.0,6267800000.0,19158767000.0,1131148000.0,8119491000.0,813429000.0,12042971300.0,0.33584158332598246
日東工業,6651,電気機器,プライム（内国株式）,JP,2025-03-31,愛知県,172614680576.0,1.4677225,16.593727,16.750109,16.90833320334911,0.5814,0.034878585,271.64,274.2,229.76535723701556,184683000000.0,13433000000.0,0.105500005,12097000000.0,0.057239998,0.09616999,0.6260732910270423,67393000000.0,39920000000.0,106841000000.0,28563000000.0,34027000000.0,5970000000.0,43627000000.0,0.2527421181930792
ＩＤＥＣ,6652,電気機器,プライム（内国株式）,JP,2025-03-31,大阪府,95819636736.0,1.4037828,16.212841,42.551796,16.50922284443517,1.7036,0.0398773,76.26,200.15,149.51999907173425,67380000000.0,3653000000.0,0.09357,1778000000.0,0.042969998,0.0456,0.5951350544694821,43408000000.0,27662000000.0,51480000000.0,26224000000.0,19208000000.0,605000000.0,8495500000.0,0.0886613672248268
正興電機製作所,6653,電気機器,プライム（内国株式）,JP,2024-12-31,福岡県,34449518592.0,1.9043673,19.398323,20.03934,10.317411047025049,0.354,0.0,127.1,131.3,98.92000260385099,29099000000.0,2018000000.0,0.07762,1536000000.0,0.06488,0.11987001,0.52362269625136,14449000000.0,11574000000.0,20060000000.0,2714000000.0,3168000000.0,4131000000.0,8502700000.0,0.24681622116991003
不二電機工業,6654,電気機器,スタンダード（内国株式）,JP,2025-01-31,京都府,5730941440.0,0.56601596,,30.213465,17.579901160293492,0.875,0.0,36.54,,62.95000040476762,3927448000.0,302209000.0,0.040430002,240483000.0,0.045440003,0.01692,0.9255040916179824,834971000.0,647178000.0,6553712000.0,120000000.0,3780363000.0,1247691000.0,6592124700.0,1.1502690734177177
インスペック,6656,電気機器,スタンダード（内国株式）,JP,2025-04-30,秋田県,2752649216.0,2.3507884,12.992424,,-11.071032860691806,0.0,0.0042432817,-91.86,52.8,-88.33864123666658,2237768000.0,108720000.0,-1.13495,-142270000.0,-0.45313,-0.56275004,0.31944793901921664,2042121000.0,1433208000.0,2229608000.0,1673866000.0,540332000.0,,187487000.0,0.06811147563235315
シライ電子工業,6658,電気機器,スタンダード（内国株式）,JP,2025-03-31,滋賀県,11739905024.0,1.1396152,,6.472572,5.233122214616561,0.2467,0.037783377,121.59,,104.37000070679618,29337000000.0,2576000000.0,0.082279995,2075000000.0,0.06264,0.19188,0.5102806620746376,9401000000.0,7739000000.0,10439000000.0,2889000000.0,907000000.0,634000000.0,1481800000.0,0.12621907902753404
メディアリンクス,6659,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,3219004928.0,1.0164897,,,-11.391157953304347,0.0,0.0,-8.08,,-7.9008648961708765,2789756000.0,-522882000.0,-0.52785,-561936000.0,-0.15584,-0.15957,0.6659820351004988,1225229000.0,1111387000.0,3423745000.0,646600000.0,356348000.0,0.0,2198516000.0,0.6829800044344635
ユビテック,6662,電気機器,スタンダード（内国株式）,JP,2024-06-30,東京都,3490817536.0,2.3057008,,,-10.397376523486969,0.0,0.0,-22.44,,-23.275102084967145,,,0.0068300003,,-0.24502,-0.19393,0.8359216696884605,354993000.0,349737000.0,2089108000.0,,1434391000.0,,1734115000.0,0.4967647211910878
太洋テクノレックス,6663,電気機器,スタンダード（内国株式）,JP,2024-12-31,和歌山県,2047271168.0,0.7673426,,,-14.735924929254958,4.1096,0.0,-19.87,,-21.283101786363652,3519300000.0,-54088000.0,0.15446,-79780000.0,0.036259998,0.0509,0.5501036933221852,2012305000.0,851393000.0,2538830000.0,692925000.0,1389169000.0,466057000.0,852764900.0,0.41653734655633073
オプトエレクトロニクス,6664,電気機器,スタンダード（内国株式）,JP,2024-11-30,埼玉県,5024999936.0,0.40046716,,,-2.803274405643125,0.0,0.0,-64.45,,-131.98850574712642,6342509000.0,-532021000.0,-0.05132,-672018000.0,-0.03337,-0.044889998,0.36274559717357163,8611596000.0,4347781000.0,10836418000.0,6829568000.0,4701792000.0,8000000.0,2230422000.0,0.44386508028007265
リバーエレテック,6666,電気機器,スタンダード（内国株式）,JP,2025-03-31,山梨県,4370112000.0,1.0067056,,,-41.21956753752732,5.5556,0.009107468,-25.91,,-15.920020728783012,5698619000.0,-75720000.0,0.00455,-79487000.0,-0.020539999,-0.02776,0.41685007588308215,6291969000.0,2831607000.0,6417722000.0,4730827000.0,2849439000.0,165443000.0,241563100.0,0.05527618056470864
アドテック　プラズマ　テクノロジー,6668,電気機器,スタンダード（内国株式）,JP,2025-08-31,広島県,16363480064.0,1.217793,8.443855,8.149855,12.553359641287582,0.0939,0.011381272,234.36,226.2,141.72636972752784,12680000000.0,4822000000.0,0.088649996,2007000000.0,0.14113,0.13802,0.48418384216907306,14038000000.0,9308000000.0,21204000000.0,12294000000.0,8284000000.0,450000000.0,7481000000.0,0.4571765890104488
ＭＣＪ,6670,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,221891149824.0,2.3642297,16.54035,16.129473,10.45511676676544,0.2941,0.018297872,146.13,142.5,124.16000019541536,207171000000.0,19378000000.0,0.109,14052000000.0,0.06921,0.17132999,0.6656481495282527,44663000000.0,38080000000.0,119152000000.0,13443000000.0,57725000000.0,920000000.0,75133000000.0,0.3386029594221947
ジーエス・ユアサ　コーポレーション,6674,電気機器,プライム（内国株式）,JP,2025-03-31,京都府,522469900288.0,1.4166849,18.382042,16.611382,8.174337197187656,0.2709,0.016495245,313.52,283.32,369.74169741697415,580340000000.0,50029000000.0,0.11969,30416000000.0,0.0,0.09653,0.5002536980819848,302751000000.0,186273000000.0,320219000000.0,115054000000.0,60788000000.0,78432000000.0,72370400000.0,0.13851592208490368
サクサ,6675,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,44897726464.0,1.4819632,25.706684,14.025219,5.814587220982143,0.3628,0.018776078,551.15,300.7,479.78067169294036,43971000000.0,3243000000.0,-0.00505,3502000000.0,0.03911,0.058179997,0.680574298166051,14439000000.0,11617000000.0,29476000000.0,2744000000.0,10291000000.0,2933000000.0,17090100000.0,0.3806451093621238
ＢＵＦＦＡＬＯ,6676,電気機器,スタンダード（内国株式）,JP,2025-03-31,東京都,59440173056.0,1.4334301,46.56772,8.223711,18.744035513891536,0.16389999,0.019120459,610.43,107.8,179.63935788591434,143170000000.0,8900000000.0,0.07259,6006000000.0,0.06955,0.20099,0.5865392128773474,31748000000.0,30795000000.0,69043000000.0,,31609000000.0,2298000000.0,38903600000.0,0.65450011330465
エスケーエレクトロニクス,6677,電気機器,スタンダード（内国株式）,JP,2025-09-30,京都府,36552409088.0,1.0536568,14.842927,13.387084,10.399375915241903,0.4943,0.036775105,262.94,237.15,220.66000277921452,29187200000.0,3854180000.0,0.1744,2731041000.0,0.09262,0.08141,0.8135350981265487,7928353000.0,7197849000.0,24551072000.0,0.0,9684641000.0,1468041000.0,17650347700.0,0.48287782229364834
テクノメディカ,6678,電気機器,スタンダード（内国株式）,JP,2025-03-31,神奈川県,17035098112.0,1.1821833,,17.241138,9.681041535516515,0.47779998,0.0,142.45,,172.9510389211359,9905864000.0,1300389000.0,0.17963,1004583000.0,0.0,0.07338,0.8021276778400654,3549556000.0,3275163000.0,15678302000.0,,9061387000.0,,12128746000.0,0.7119856850989412
ズーム,6694,電気機器,スタンダード（内国株式）,JP,2024-12-31,東京都,2799523072.0,0.4955067,,,41.49434374205649,3.2944,0.049535602,-26.1,,20.61000001853709,18072018000.0,531518000.0,0.0421,40876000.0,-0.0991,-0.19816999,0.3567558859881453,11466021000.0,7760687000.0,14965019000.0,8157509000.0,3315656000.0,1390000.0,3499971000.0,1.2502025916505823
トラース・オン・プロダクト,6696,電気機器,グロース（内国株式）,JP,2025-01-31,神奈川県,1790030464.0,4.773423,,94.40203,-15.323749178417433,0.0,0.0,3.93,,-18.46806526946997,411492000.0,5269000.0,-0.58787996,2346000.0,-0.62628,-0.40749002,0.7596203299346878,130399000.0,70398000.0,461103000.0,60000000.0,314851000.0,,330704000.0,0.18474769376885866
ダイヤモンドエレクトリックホールディングス,6699,電気機器,プライム（内国株式）,JP,2025-03-31,大阪府,5565442048.0,0.4436172,,2.9299762,-3.050373918808024,0.168,0.03787879,223.21,,-226.5591587525225,91724000000.0,2271000000.0,0.02043,411000000.0,0.01321,0.108950004,0.14368425035949445,67727000000.0,53467000000.0,50928000000.0,38473000000.0,7492000000.0,2802000000.0,-14837600000.0,-2.6660236279581864
日本電気,6701,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,5220598808576.0,2.526344,5.4467564,22.222221,19.376711131261274,0.17040001,0.0074037514,176.22,718.96,112.24799996132906,3423431000000.0,256497000000.0,0.07811,175183000000.0,0.06978,,0.4523410286214293,2243857000000.0,1633416000000.0,2224994000000.0,666359000000.0,584615000000.0,221133000000.0,135930100000.0,0.026037262196188002
富士通,6702,電気機器,プライム（内国株式）,JP,2025-03-31,神奈川県,6341891981312.0,3.1889071,23.928808,22.321978,17.622944842474094,0.1783,0.0078103957,162.62,151.7,135.34000002770853,3550116000000.0,265089000000.0,0.11943,219807000000.0,0.13232,0.16861,0.4977302928005196,1595741000000.0,1352078000000.0,2117581000000.0,247092000000.0,236079000000.0,,521840000000.0,0.08228459291607843
沖電気工業,6703,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,266312531968.0,1.7430911,23.551975,24.937048,3.728481837196306,0.3653,0.01518731,123.11,130.35,295.9299996847905,452457000000.0,18628000000.0,0.04719,12479000000.0,0.041810002,0.122779995,0.35445110897521687,265220000000.0,166992000000.0,231878000000.0,103002000000.0,36865000000.0,38380000000.0,-6476000000.0,-0.024317293490259607
電気興業,6706,電気機器,プライム（内国株式）,JP,2025-03-31,東京都,26501963776.0,0.74858296,25.675674,20.618557,-10.078571026865841,0.6104,0.029126214,147.44,118.4,-198.93000410840267,32580000000.0,935000000.0,0.08619001,777000000.0,0.07172,0.0718,0.6879055379508073,15910000000.0,11353000000.0,38343000000.0,5728000000.0,16180000000.0,2988000000.0,24524600000.0,0.925388028120743
サンケン電気,6707,電気機器,プライム（内国株式）,JP,2025-03-31,埼玉県,155227979776.0,1.2516077,2.3940558,116.27733,-19.62078895463511,0.0,0.0,66.78,3243.45,-335.9701801615241,121619000000.0,-3788000000.0,-0.045679998,50934000000.0,-0.04434,-0.026730001,0.5690883053418614,111139000000.0,54363000000.0,136955000000.0,63141000000.0,51405000000.0,15632000000.0,36758400000.0,0.23680266955122264
アイホン,6718,電気機器,プライム（内国株式）,JP,2025-03-31,愛知県,47087652864.0,0.68873423,11.771686,16.920544,10.011510949349466,0.76519996,0.045107566,170.03,244.4,283.97299804997056,63316000000.0,3815000000.0,0.00686,3619000000.0,0.0,0.03861,0.8666095512545919,10276000000.0,8863000000.0,56333000000.0,413000000.0,25229000000.0,9059000000.0,52398300000.0,1.1127821586550166
ウインテスト,6721,電気機器,スタンダード（内国株式）,JP,2024-12-31,神奈川県,6597842944.0,19.182781,,,-6.785057640847356,0.0,0.0,-28.03,,-13.8539722100667,417090000.0,-1083829000.0,-3.7421398,-1105888000.0,-2.8951,-2.38388,0.5855654768129533,495374000.0,376632000.0,1171393000.0,244194000.0,90703000.0,,676019000.0,0.10246060807112174
ルネサスエレクトロニクス,6723,電気機器,プライム（内国株式）,JP,2024-12-31,東京都,5261109493760.0,2.158455,12.326927,,16.71461165885217,0.3081,0.009338003,-28.79,235.90633,120.85246096969256,,,0.22196,,-0.03918,-0.0207,0.5650636152035126,1948138000000.0,491438000000.0,617326000000.0,1400672000000.0,229249000000.0,450702000000.0,-1015320600000.0,-0.1929860234241908
セイコーエプソン,6724,電気機器,プライム（内国株式）,JP,2025-03-31,長野県,664407179264.0,0.7762112,10.266884,13.244969,15.84217373517619,0.47259998,0.035171103,156.55,201.96,158.66000014431862,1362944000000.0,75108000000.0,0.07236,55177000000.0,0.03127,0.05116,0.5525393402226355,651570000000.0,444117000000.0,880855000000.0,224708000000.0,267000000000.0,23990000000.0,246078000000.0,0.3703722772420882
ワコム,6727,電気機器,プライム（内国株式）,JP,2025-03-31,埼玉県,114233057280.0,3.2080712,13.656105,19.53071,20.77747504213759,0.75839996,0.038106237,43.47,62.17,29.64000000493825,115680799000.0,10209629000.0,0.13325,5224744000.0,0.066360004,0.20674999,0.4360455175962479,39911749000.0,31028169000.0,56498349000.0,12000000000.0,24364228000.0,3167139000.0,18803597300.0,0.16460731899970032
アルバック,6728,電気機器,プライム（内国株式）,JP,2025-06-30,神奈川県,512622624768.0,2.2674685,15.877373,30.768778,24.57034499222727,0.48409998,0.015830116,338.33,655.65,410.61750150706547,251184000000.0,26523000000.0,0.08673,16687000000.0,0.05193,0.060089998,0.595810825943444,143981000000.0,100655000000.0,270077000000.0,46599000000.0,98951000000.0,7996000000.0,131693200000.0,0.2569008733463549
